YearMonth,Actual,Best_ses,Simple_exponential_smoothing,Sarima_3_1_2x3_1_2_12,Tes_auto,Simple_average,Arima_2_1_1,MovingAverage_2,Arima_1_1_2,Tes_optimized,Double_exponential_smoothing,Regression,MovingAverage_9,Naive model,MovingAverage_4,Arima_auto,MovingAverage_6,Best_des,Sarima
1988-01-01,1853.0,2320.0263750189865,2570.331200802057,1918.6663072762624,1665.7987334977236,2403.780303030303,2663.4507836400453,4547.5,2663.4507836400453,2663.4507836400453,6091.810502036619,2581.6763873597943,2866.333333333333,6047,4153.5,,3530.333333333333,2978.2962505111086,1814.6043580860403
1988-02-01,1779.0,2310.685847518607,2541.971595188953,1501.4332091092117,1674.0386655948314,2403.780303030303,2578.395065056048,1816.0,2578.395065056048,2578.395065056048,3372.565740651517,2587.509045862401,2895.333333333333,6047,3819.75,,3505.1666666666665,2908.8396145889265,1571.219749644768
1988-03-01,2108.0,2300.0521305682346,2511.807601890785,1833.1876225206377,1845.2792099397557,2403.780303030303,2538.821512161599,1943.5,2538.821512161599,2538.821512161599,2367.165683867246,2593.341704365007,2990.6666666666665,6047,3245.5,,3416.833333333333,2827.6302461130736,1982.4932708739111
1988-04-01,2336.0,2296.211087956869,2495.843115304405,2017.362156058333,2004.4994738634284,2403.780303030303,2582.4266191041165,2222.0,2582.4266191041165,2582.4266191041165,2226.3186939762186,2599.174362867613,3045.0,6047,2019.0,,3287.1666666666665,2780.245512023675,1972.1473521791463
1988-05-01,1728.0,2297.006866197732,2489.523736327254,1900.1179308673427,1874.625845839412,2403.780303030303,2269.96211521374,2032.0,2269.96211521374,2269.96211521374,2324.446361425289,2605.0070213702197,3022.555555555556,6047,1987.75,,2841.0,2755.95679622298,1892.543358185932
1988-06-01,1661.0,2285.626728873777,2459.416983960828,1382.644085152602,1569.4024550591876,2403.780303030303,1631.8278126467835,1694.5,1631.8278126467835,1631.8278126467835,1965.076416065158,2610.839679872826,2914.0,6047,1958.25,,1910.8333333333333,2663.017384040124,1444.2918878389405
1988-07-01,2230.0,2273.1341942963013,2427.8516613391203,2277.2893622087336,2242.7376904621065,2403.780303030303,2188.0990325819203,1945.5,2188.0990325819203,2188.0990325819203,1795.1319219731058,2616.672338375432,2815.777777777778,6047,1988.75,,1973.6666666666667,2562.6517392351525,2241.115290976538
1988-08-01,1645.0,2272.271510410375,2420.0296189140854,2538.733419955493,2718.774087925196,2403.780303030303,2551.727155958721,1937.5,2551.727155958721,2551.727155958721,2103.9469463501414,2622.5049968780386,2509.1111111111118,6047,1816.0,,1951.3333333333333,2525.8961415183267,2643.0036188729678
1988-09-01,2421.0,2259.7260802021674,2389.38891305004,2212.8922339632472,2341.43196796951,2403.780303030303,1545.170315331534,2033.0,1545.170315331534,1545.170315331534,1833.6623846385392,2628.3376553806447,1973.4444444444443,6047,1989.25,,2003.5,2425.5071421580005,2253.61787725618
1988-10-01,3740.0,2262.951558598124,2390.638653696899,3135.8058512755056,3085.0374469172184,2403.780303030303,2388.520704497218,3080.5,2388.520704497218,2388.520704497218,2241.2618818130786,2634.170313883251,2183.1111111111118,6047,2509.0,,2237.5,2412.7119713121265,3331.583143207218
1988-11-01,4988.0,2292.492527426162,2443.9854976205097,4694.451414545701,4444.044662337708,2403.780303030303,4435.24074025238,4364.0,4435.24074025238,4435.24074025238,3239.354534229732,2640.002972385857,2539.6666666666665,6047,3198.5,,2780.833333333333,2546.3691978377187,4684.647268367055
1988-12-01,6757.0,2346.402676877639,2544.562815156443,6859.104752725609,6591.136127335681,2403.780303030303,6795.980567770178,5872.5,6795.980567770178,6795.980567770178,4399.361271327267,2645.835630888463,3056.222222222222,6047,4476.5,,3630.1666666666665,2815.8770097323745,6945.02971637442
1989-01-01,1757.0,2434.614623340086,2711.1010294409552,1876.28485039926,1855.558137058616,2403.780303030303,1868.2977795878203,4257.0,1868.2977795878203,1868.2977795878203,5953.932584829623,2651.6682893910697,2991.8888888888887,6047,4310.5,,3551.333333333333,3274.7452703402414,1864.965943164093
1989-02-01,1394.0,2421.062330873284,2673.380756183987,1787.9943445888375,1801.324490755169,2403.780303030303,2103.5704374392258,1575.5,2103.5704374392258,2103.5704374392258,3261.820377563005,2657.500947893676,2954.777777777778,6047,3724.0,,3509.5,3172.5492521839187,1860.0754934948488
1989-03-01,1982.0,2400.521084255818,2622.800586753457,1955.1537421807616,2005.2191974084255,2403.780303030303,2236.141900629182,1688.0,2236.141900629182,2236.141900629182,2078.7317136432403,2663.3336063962824,2990.4444444444443,6047,2972.5,,3436.333333333333,3026.4873433213893,2008.152082355433
1989-04-01,1650.0,2392.1506625707016,2597.466610067855,2272.362935300005,2173.529621525272,2403.780303030303,2448.149993408978,1816.0,2448.149993408978,2448.149993408978,2043.1251172989823,2669.1662648988886,2926.0,6047,1695.75,,3088.0,2943.386751911899,2241.9025792479806
1989-05-01,1654.0,2377.3076493192875,2560.008627809358,1711.58132142847,1746.7406300120924,2403.780303030303,1665.156320624669,1652.0,1665.156320624669,1665.156320624669,1815.486285318416,2674.9989234014947,2927.0,6047,1670.0,,2532.333333333333,2822.462352124239,1628.7894221405331
1989-06-01,1406.0,2362.841496332901,2524.189682058756,1659.6620718926226,1558.8579631665625,2403.780303030303,1524.046222269739,1530.0,1524.046222269739,1524.046222269739,1737.925431514033,2680.831581904101,2814.222222222222,6047,1673.0,,1640.5,2702.3457687941022,1660.8858072490198
1989-07-01,1971.0,2343.704666406243,2479.982183000619,2193.8036681299063,2162.64304340439,2403.780303030303,1992.884573866609,1688.5,1992.884573866609,1992.884573866609,1549.9376590259153,2686.6642404067074,2617.6666666666665,6047,1670.25,,1676.1666666666667,2556.477386109038,2096.857260038534
1989-08-01,1968.0,2336.250573078118,2459.859631579664,1908.7236877027435,2121.072314607667,2403.780303030303,1916.6856705049065,1969.5,1916.6856705049065,1916.6856705049065,1849.807995302072,2692.4968989093136,2282.1111111111118,6047,1749.75,,1771.8333333333333,2475.84106783139,2335.703968738624
1989-09-01,2608.0,2328.885561616556,2440.4140182381425,2447.508055825215,2366.0760018801343,2403.780303030303,2217.395524928136,2288.0,2217.395524928136,2217.395524928136,1953.4497142552077,2698.32955741192,1821.111111111111,6047,1988.25,,1876.1666666666667,2397.8899707031933,2172.3145179356075
1989-10-01,3845.0,2334.4678503842247,2447.039510540355,3716.3929695693264,3395.748940972278,2403.780303030303,3050.8325882623885,3226.5,3050.8325882623885,3050.8325882623885,2404.59606232994,2704.1622159145263,2053.1111111111118,6047,2598.0,,2242.0,2393.835083580784,3592.7563545957573
1989-11-01,4514.0,2364.67849337654,2502.3077159375966,4837.4774859103545,4685.229128819571,2403.780303030303,4458.251319901267,4179.5,4458.251319901267,4458.251319901267,3364.8942059603046,2709.9948744171325,2399.777777777778,6047,3233.75,,2718.6666666666665,2528.3973343348075,4889.77986463738
1989-12-01,6694.0,2407.664923509009,2581.839736470296,6728.549705140522,6594.316403916795,2403.780303030303,6218.080991708538,5604.0,6218.080991708538,6218.080991708538,4136.461314864213,2715.8275329197386,2923.333333333333,6047,4415.25,,3600.0,2736.2593866700818,6753.335672758331
1990-01-01,1720.0,2493.3916250388293,2744.4135143307726,1825.7202416207049,1727.969496652234,2403.780303030303,1480.4471083602243,4207.0,1480.4471083602243,1480.4471083602243,5820.547101596165,2721.6601914223447,2931.1111111111118,6047,4193.25,,3558.1666666666665,3180.9126399051274,1754.4474804790334
1990-02-01,1321.0,2477.923792538053,2703.913445159556,1569.500683367659,1534.8382571901848,2403.780303030303,1665.9896408992854,1520.5,1665.9896408992854,1665.9896408992854,3190.8827072697586,2727.4928499249518,2894.1111111111118,6047,3562.25,,3450.333333333333,3069.0914414176164,1504.5993451577906
1990-03-01,1859.0,2454.7853166872915,2649.240122909062,1980.260215424825,1936.694783593491,2403.780303030303,2231.863638778641,1590.0,2231.863638778641,2231.863638778641,2006.457867243094,2733.325508427557,2944.4444444444443,6047,2898.5,,3325.5,2911.07144836468,1925.725085700314
1990-04-01,1628.0,2442.8696103535453,2617.9980715382385,1885.8812073802144,1863.3949119398949,2403.780303030303,2217.940086344782,1743.5,2217.940086344782,2217.940086344782,1937.9859757847607,2739.158166930164,2906.333333333333,6047,1632.0,,2956.0,2812.132740133391,1812.127695362534
1990-05-01,1615.0,2426.5722181464744,2578.858612896029,1663.807426125493,1664.4761120013834,2403.780303030303,1936.1127832389163,1621.5,1936.1127832389163,1936.1127832389163,1764.212698897326,2744.99082543277,2867.1111111111118,6047,1605.75,,2472.833333333333,2688.146575323897,1608.3291946385189
1990-06-01,1457.0,2410.340773783545,2540.7525747117675,1523.4276069273174,1451.656816390226,2403.780303030303,1633.0389705593195,1536.0,1633.0389705593195,1633.0389705593195,1694.603858230369,2750.8234839353763,2739.222222222222,6047,1639.75,,1600.0,2564.5275612421137,1408.655215690369
1990-07-01,1899.0,2391.273958307874,2497.906542688279,2169.572811429237,2050.0658914778023,2403.780303030303,2138.417172769699,1678.0,2138.417172769699,2138.417172769699,1567.7266987417006,2756.6561424379825,2523.0,6047,1649.75,,1629.8333333333333,2426.395172956087,2027.1437473233527
1990-08-01,1605.0,2381.4284791417167,2474.228842163393,2029.827675117152,2030.1126311996068,2403.780303030303,1977.1732068627168,1752.0,1977.1732068627168,1977.1732068627168,1809.423034451075,2762.488800940589,2199.777777777778,6047,1644.0,,1677.1666666666667,2341.0020717691027,2216.182481195449
1990-09-01,2424.0,2365.8999095588824,2439.8639809615847,2457.4312418614704,2439.965700226201,2403.780303030303,2132.773896445662,2014.5,2132.773896445662,2132.773896445662,1704.0436130766898,2768.321459443195,1725.3333333333333,6047,1846.25,,1771.3333333333333,2227.3882599831254,2262.195567315279
1990-10-01,3116.0,2367.061911367705,2439.236800318917,3616.589394442774,3546.702111010969,2403.780303030303,2993.958738067735,2770.0,2993.958738067735,2993.958738067735,2197.566342267357,2774.1541179458013,1880.4444444444443,6047,2261.0,,2019.3333333333333,2209.001946775915,3635.2795766253657
1990-11-01,4286.0,2382.040673140351,2465.992554724913,4434.488046167136,4469.746582636853,2403.780303030303,3585.1397690578715,3701.0,3585.1397690578715,3585.1397690578715,2819.6817916954105,2779.986776448408,2209.8888888888887,6047,2857.75,,2464.5,2270.724245421666,4505.903073876703
1990-12-01,6047.0,2420.1198596775434,2537.946337445091,6769.4397488572085,6506.208837713258,2403.780303030303,5747.552947099924,5166.5,5747.552947099924,5747.552947099924,3796.769699414496,2785.819434951014,2675.222222222222,6047,3968.25,,3229.5,2463.427071748625,6848.329312272482
1991-01-01,1902.0,2492.6574624839927,2676.676365964704,1510.2312625591749,1542.8869899937165,2403.780303030303,712.6254456225261,3974.5,712.6254456225261,712.6254456225261,5281.751473077666,2266.712828219056,2705.6666666666665,6047,3837.75,4252.335307835626,3230.0,2848.795344725402,1327.412812758047
1991-02-01,2049.0,2492.6574624839927,2676.676365964704,1431.6746216928802,1252.8356476895283,2403.780303030303,394.1303918073921,1975.5,394.1303918073921,394.1303918073921,5308.817011128882,2272.5454867216617,2753.8888888888887,6047,3571.0,2863.076606596553,3304.0,2875.8063248770427,1315.1373074283106
1991-03-01,1874.0,2492.6574624839927,2676.676365964704,1850.403666457372,1736.801161935184,2403.780303030303,1022.6539296008584,1961.5,1022.6539296008584,1022.6539296008584,5335.882549180097,2278.378145224268,2800.222222222222,6047,2968.0,2043.968285013863,3212.333333333333,2902.8173050286828,1621.6222099211236
1991-04-01,1279.0,2492.6574624839927,2676.676365964704,1781.9742712031475,1595.14424855818,2403.780303030303,1065.5654819628696,1576.5,1065.5654819628696,1065.5654819628696,5362.948087231313,2284.2108037268745,2731.333333333333,6047,1776.0,1746.2136775254437,2906.1666666666665,2929.8282851803224,1598.8913453135133
1991-05-01,1432.0,2492.6574624839927,2676.676365964704,1550.4472909875517,1503.6987146150095,2403.780303030303,1231.9640206564652,1355.5,1231.9640206564652,1231.9640206564652,5390.013625282529,2290.0434622294806,2712.1111111111118,6047,1658.5,1813.6475335081811,2430.5,2956.839265331962,1392.7181726983547
1991-06-01,1540.0,2492.6574624839927,2676.676365964704,1468.9717751992343,1320.929848981049,2403.780303030303,1241.3679195387265,1486.0,1241.3679195387265,1241.3679195387265,5417.079163333744,2295.8761207320867,2613.8888888888887,6047,1531.25,2068.6574142810323,1679.3333333333333,2983.850245483602,1224.8353122230744
1991-07-01,2214.0,2492.6574624839927,2676.676365964704,1830.991213080464,1844.766625164795,2403.780303030303,1929.7119665990729,1877.0,1929.7119665990729,1929.7119665990729,5444.14470138496,2301.708779234693,2513.6666666666665,6047,1616.25,2365.539941774536,1731.3333333333333,3010.8612256352417,1780.4687304492495
1991-08-01,1857.0,2492.6574624839927,2676.676365964704,1657.694393210088,1707.3440694642843,2403.780303030303,1991.2843898096469,2035.5,1991.2843898096469,1991.2843898096469,5471.210239436176,2307.5414377372995,2243.777777777778,6047,1760.75,2612.4546095588053,1699.3333333333333,3037.8722057868818,1787.920614177394
1991-09-01,2408.0,2492.6574624839927,2676.676365964704,2515.372710142224,2346.0716575452366,2403.780303030303,2810.367604390093,2132.5,2810.367604390093,2810.367604390093,5498.275777487392,2313.3740962399056,1839.4444444444443,6047,2004.75,2770.387843466277,1788.3333333333333,3064.883185938522,2192.545580784716
1991-10-01,3252.0,2492.6574624839927,2676.676365964704,3396.902692650616,3257.5486787653463,2403.780303030303,3626.617739452339,2830.0,3626.617739452339,3626.617739452339,5525.341315538607,2319.206754742512,1989.4444444444443,6047,2432.75,2839.51527457279,2117.1666666666665,3091.894166090161,3184.331692405025
1991-11-01,3627.0,2492.6574624839927,2676.676365964704,4412.700314073787,4333.0535851724135,2403.780303030303,4538.351819656618,3439.5,4538.351819656618,4538.351819656618,5552.406853589823,2325.0394132451183,2164.777777777778,6047,2786.0,2841.887122262897,2483.0,3118.9051462418006,4490.68725515652
1991-12-01,6153.0,2492.6574624839927,2676.676365964704,6447.414704895297,6471.71314570621,2403.780303030303,6114.907847785767,4890.0,6114.907847785767,6114.907847785767,5579.472391641039,2330.8720717477245,2640.222222222222,6047,3860.0,2806.337158237424,3251.833333333333,3145.9161263934407,6525.0733630938985
1992-01-01,1577.0,2492.6574624839927,2676.676365964704,1603.6991385224826,1546.1463108914757,2403.780303030303,930.256819858331,3865.0,930.256819858331,930.256819858331,5606.537929692255,2336.7047302503306,2673.333333333333,6047,3652.25,2758.365657457738,3145.6666666666665,3172.9271065450807,1307.29189871558
1992-02-01,1667.0,2492.6574624839927,2676.676365964704,1460.639586429145,1256.0949685872874,2403.780303030303,611.761766043197,1622.0,611.761766043197,611.761766043197,5633.60346774347,2342.537388752937,2699.4444444444443,6047,3256.0,2715.305077036706,3114.0,3199.9380866967203,1172.8052151006557
1992-03-01,1993.0,2492.6574624839927,2676.676365964704,1883.7659205686,1740.0604828329433,2403.780303030303,1240.2853038366634,1830.0,1240.2853038366634,1240.2853038366634,5660.669005794686,2348.370047255544,2749.777777777778,6047,2847.5,2685.63529525928,3044.833333333333,3226.9490668483604,1572.1949632869805
1992-04-01,1997.0,2492.6574624839927,2676.676365964704,1801.781272191498,1598.403569455939,2403.780303030303,1283.1968561986744,1995.0,1283.1968561986744,1283.1968561986744,5687.7345438459015,2354.202705758149,2725.6666666666665,6047,1808.5,2670.788911268372,2835.6666666666665,3253.9600470000005,1504.4824303000164
1992-05-01,1783.0,2492.6574624839927,2676.676365964704,1578.896030098809,1506.9580355127684,2403.780303030303,1449.59539489227,1890.0,1449.59539489227,1449.59539489227,5714.800081897118,2360.035364260756,2717.4444444444443,6047,1860.0,2667.902948900472,2528.333333333333,3280.97102715164,1306.8405318030764
1992-06-01,1625.0,2492.6574624839927,2676.676365964704,1508.0358958197608,1324.189169878808,2403.780303030303,1458.9992937745312,1704.0,1458.9992937745312,1458.9992937745312,5741.865619948333,2365.868022763362,2630.4444444444443,6047,1849.5,2672.4196755094376,1773.6666666666667,3307.98200730328,1095.9860970943569
1992-07-01,2076.0,2492.6574624839927,2676.676365964704,1866.7473236528535,1848.0259460625537,2403.780303030303,2147.343340834878,1850.5,2147.343340834878,2147.343340834878,5768.931157999549,2371.7006812659683,2499.777777777778,6047,1870.25,2679.960133914086,1856.8333333333333,3334.99298745492,1717.038506801429
1992-08-01,1773.0,2492.6574624839927,2676.676365964704,1635.059034156423,1710.6033903620432,2403.780303030303,2208.915764045452,1924.5,2208.915764045452,2208.915764045452,5795.9966960507645,2377.5333397685745,2293.777777777778,6047,1814.25,2687.3277922896214,1874.5,3362.0039676065594,1784.6699157102605
1992-09-01,2377.0,2492.6574624839927,2676.676365964704,2443.8163059748053,2349.330978442996,2403.780303030303,3027.9989786258984,2075.0,3027.9989786258984,3027.9989786258984,5823.06223410198,2383.365998271181,1874.2222222222224,6047,1962.75,2692.777587386683,1938.5,3389.0149477581986,2126.3657595985105
1992-10-01,3088.0,2492.6574624839927,2676.676365964704,3477.682189538359,3260.807999663105,2403.780303030303,3844.249113688143,2732.5,3844.249113688143,3844.249113688143,5850.127772153196,2389.198656773787,2042.111111111111,6047,2328.5,2695.8076069312874,2120.333333333333,3416.025927909838,3224.729784647472
1992-11-01,4096.0,2492.6574624839927,2676.676365964704,4451.185422344686,4336.312906070172,2403.780303030303,4755.983193892424,3592.0,4755.983193892424,4755.983193892424,5877.193310204411,2395.0313152763933,2312.0,6047,2833.5,2696.735284676551,2505.833333333333,3443.0369080614787,4587.170840106898
1992-12-01,6119.0,2492.6574624839927,2676.676365964704,6334.619228674263,6474.972466603968,2403.780303030303,6332.539222021572,5107.5,6332.539222021572,6332.539222021572,5904.258848255628,2400.863973779,2770.4444444444443,6047,3920.0,2696.25783698872,3254.833333333333,3470.0478882131183,6765.816751649588
1993-01-01,1494.0,2492.6574624839927,2676.676365964704,1569.8691094277972,1549.4056317892348,2403.780303030303,1147.888194094136,3806.5,1147.888194094136,1147.888194094136,5931.324386306843,2406.696632281606,2714.555555555556,6047,3699.25,2695.112542032665,3157.833333333333,3497.0588683647584,1251.6112937196958
1993-02-01,1564.0,2492.6574624839927,2676.676365964704,1406.0149875718969,1259.3542894850466,2403.780303030303,829.3931402790018,1529.0,829.3931402790018,829.3931402790018,5958.389924358058,2412.529290784212,2690.222222222222,6047,3318.25,2693.876835511799,3123.0,3524.0698485163985,1074.7321906675988
1993-03-01,1898.0,2492.6574624839927,2676.676365964704,1840.3110402608957,1743.319803730702,2403.780303030303,1457.916678072468,1731.0,1457.916678072468,1457.916678072468,5985.455462409274,2418.361949286819,2720.555555555556,6047,2768.75,2692.8960184775515,3043.1666666666665,3551.080828668038,1514.5693971498488
1993-04-01,2121.0,2492.6574624839927,2676.676365964704,1703.6422832526837,1601.662890353698,2403.780303030303,1500.828230434479,2009.5,1500.828230434479,1500.828230434479,6012.52100046049,2424.194607789425,2725.555555555556,6047,1769.25,2692.300206852465,2882.0,3578.091808819678,1429.4880118856745
1993-05-01,1831.0,2492.6574624839927,2676.676365964704,1554.4252495868045,1510.2173564105276,2403.780303030303,1667.226769128075,1976.0,1667.226769128075,1667.226769128075,6039.586538511706,2430.027266292031,2732.0,6047,1853.5,2692.0670028912923,2504.5,3605.102788971318,1232.2164550785917
1993-06-01,1515.0,2492.6574624839927,2676.676365964704,1463.6441282066803,1327.448490776567,2403.780303030303,1676.630668010336,1673.0,1676.630668010336,1676.630668010336,6066.652076562921,2435.8599247946377,2636.222222222222,6047,1841.25,2692.0942464972454,1737.1666666666667,3632.113769122957,1006.4285739211504
1993-07-01,2048.0,2492.6574624839927,2676.676365964704,1850.8542507837367,1851.285266960313,2403.780303030303,2364.9747150706826,1781.5,2364.9747150706826,2364.9747150706826,6093.717614614136,2441.692583297244,2520.6666666666665,6047,1878.75,2692.2604206001606,1829.5,3659.124749274597,1658.302792098568
1993-08-01,2795.0,2492.6574624839927,2676.676365964704,1710.1224989622892,1713.8627112598022,2403.780303030303,2426.5471382812566,2421.5,2426.5471382812566,2426.5471382812566,6120.783152665353,2447.52524179985,2376.1111111111118,6047,2047.25,2692.4632199520893,2034.6666666666667,3686.135729426237,1726.660835080736
1993-09-01,1749.0,2492.6574624839927,2676.676365964704,2438.096721120693,2352.590299340755,2403.780303030303,3245.630352861703,2272.0,3245.630352861703,3245.630352861703,6147.84869071657,2453.357900302456,1890.555555555556,6047,2026.75,2692.636373154437,2009.8333333333333,3713.146709577877,2084.7591468269834
1993-10-01,3339.0,2492.6574624839927,2676.676365964704,3416.7931490078954,3264.067320560864,2403.780303030303,4061.8804879239487,2544.0,4061.8804879239487,4061.8804879239487,6174.914228767785,2459.1905588050627,2095.555555555556,6047,2482.75,2692.750143752979,2212.833333333333,3740.157689729516,3230.4385052543344
1993-11-01,4227.0,2492.6574624839927,2676.676365964704,4353.67043086689,4339.572226967931,2403.780303030303,4973.614568128229,3783.0,4973.614568128229,4973.614568128229,6201.979766819,2465.023217307669,2391.4444444444443,6047,3027.5,2692.802579385842,2612.1666666666665,3767.168669881156,4653.2231398674
1993-12-01,6410.0,2492.6574624839927,2676.676365964704,6320.630650979661,6478.231787501728,2403.780303030303,6550.170596257376,5318.5,6550.170596257376,6550.170596257376,6229.045304870216,2470.855875810275,2892.777777777778,6047,3931.25,2692.8077495717,3428.0,3794.179650032797,6927.125888281194
1994-01-01,1197.0,2492.6574624839927,2676.676365964704,1545.9996780932863,1552.6649526869935,2403.780303030303,1365.5195683299407,3803.5,1365.5195683299407,1365.5195683299407,6256.110842921431,2476.688534312881,2790.1111111111118,6047,3793.25,2692.785206796752,3286.1666666666665,3821.190630184436,1171.1591674513757
1994-02-01,1968.0,2492.6574624839927,2676.676365964704,1395.4337452545435,1262.6136103828055,2403.780303030303,1047.0245145148067,1582.5,1047.0245145148067,1047.0245145148067,6283.176380972646,2482.521192815488,2805.333333333333,6047,3450.5,2692.752736900465,3148.333333333333,3848.201610336076,986.3804056253356
1994-03-01,1720.0,2492.6574624839927,2676.676365964704,1814.491031561614,1746.579124628461,2403.780303030303,1675.548052308273,1844.0,1675.548052308273,1675.548052308273,6310.241919023862,2488.353851318094,2828.1111111111118,6047,2823.75,2692.722741161568,3143.5,3875.212590487716,1445.6054970895964
1994-04-01,1725.0,2492.6574624839927,2676.676365964704,1718.9637932599028,1604.9222112514567,2403.780303030303,1718.4596046702843,1722.5,1718.4596046702843,1718.4596046702843,6337.307457075077,2494.1865098207004,2792.222222222222,6047,1652.5,2692.701543861445,2874.5,3902.223570639356,1356.736164989151
1994-05-01,1674.0,2492.6574624839927,2676.676365964704,1533.1585875321043,1513.4766773082863,2403.780303030303,1884.8581433638797,1699.5,1884.8581433638797,1884.8581433638797,6364.372995126294,2500.0191683233065,2667.6666666666665,6047,1771.75,2692.6905071923056,2449.0,3929.234550790996,1150.8418364800398
1994-06-01,1693.0,2492.6574624839927,2676.676365964704,1459.4461022594255,1330.707811674326,2403.780303030303,1894.2620422461407,1683.5,1894.2620422461407,1894.2620422461407,6391.438533177509,2505.8518268259127,2661.4444444444443,6047,1703.0,2692.687881394105,1662.8333333333333,3956.245530942635,915.12425493376
1994-07-01,2031.0,2492.6574624839927,2676.676365964704,1821.0095032959616,1854.544587858072,2403.780303030303,2582.606089306488,1862.0,2582.606089306488,2582.606089306488,6418.504071228726,2511.6844853285197,2516.1111111111118,6047,1780.75,2692.6906087580323,1801.8333333333333,3983.256511094275,1595.6181929403947
1994-08-01,1495.0,2492.6574624839927,2676.676365964704,1643.5482303537203,1717.1220321575613,2403.780303030303,2644.178512517062,1763.0,2644.178512517062,2644.178512517062,6445.569609279942,2517.5171438311254,2212.555555555556,6047,1723.25,2692.695655894843,1723.0,4010.2674912459142,1666.9675438125755
1994-09-01,2968.0,2492.6574624839927,2676.676365964704,2431.088627248695,2355.849620238514,2403.780303030303,3463.261727097508,2231.5,3463.261727097508,3463.261727097508,6472.635147331157,2523.3498023337315,1830.111111111111,6047,2046.75,2692.700752843289,1931.0,4037.2784713975543,2040.7856292826664
1994-10-01,3385.0,2492.6574624839927,2676.676365964704,3329.0649006258286,3267.3266414586237,2403.780303030303,4279.511862159754,3176.5,4279.511862159754,4279.511862159754,6499.700685382372,2529.1824608363377,2073.222222222222,6047,2469.75,2692.7046177311654,2207.6666666666665,4064.289451549195,3236.737610529976
1994-11-01,3729.0,2492.6574624839927,2676.676365964704,4338.339592390943,4342.8315478656905,2403.780303030303,5191.245942364033,3557.0,5191.245942364033,5191.245942364033,6526.766223433588,2535.0151193389443,2268.8888888888887,6047,2894.25,2692.7068381785784,2550.1666666666665,4091.300431700834,4721.96053689322
1994-12-01,5999.0,2492.6574624839927,2676.676365964704,6290.133341845662,6481.491108399488,2403.780303030303,6767.801970493182,4864.0,6767.801970493182,6767.801970493182,6553.831761484803,2540.8477778415504,2744.333333333333,6047,4020.25,2692.707590037733,3267.833333333333,4118.3114118524745,7095.647864484818
1995-01-01,1070.0,2492.6574624839927,2676.676365964704,1530.592113001029,1555.9242735847529,2403.780303030303,1583.1509425657457,3534.5,1583.1509425657457,1583.1509425657457,6580.897299536019,2546.680436344157,2671.555555555556,6047,3545.75,2692.70733468217,3107.6666666666665,4145.322392004115,1087.0923232932282
1995-02-01,1402.0,2492.6574624839927,2676.676365964704,1415.9357232555062,1265.872931280565,2403.780303030303,1264.6558887506117,1236.0,1264.6558887506117,1264.6558887506117,6607.962837587234,2552.513094846763,2641.333333333333,6047,3050.0,2692.7065791263594,3092.1666666666665,4172.333372155754,894.2043778152411
1995-03-01,1897.0,2492.6574624839927,2676.676365964704,1822.548177119006,1749.83844552622,2403.780303030303,1893.1794265440783,1649.5,1893.1794265440783,1893.1794265440783,6635.028375638451,2558.3457533493693,2664.0,6047,2592.0,2692.705730581748,2913.6666666666665,4199.344352307394,1373.5820147845302
1995-04-01,1862.0,2492.6574624839927,2676.676365964704,1748.9657776382526,1608.181532149216,2403.780303030303,1936.0909789060893,1879.5,1936.0909789060893,1936.0909789060893,6662.093913689666,2564.1784118519754,2645.222222222222,6047,1557.75,2692.7050397822863,2659.833333333333,4226.355332459033,1280.8126162610688
1995-05-01,1670.0,2492.6574624839927,2676.676365964704,1527.8026585039293,1516.7359982060457,2403.780303030303,2102.4895175996844,1766.0,2102.4895175996844,2102.4895175996844,6689.159451740883,2570.011070354582,2664.6666666666665,6047,1707.75,2692.704607966974,2316.6666666666665,4253.366312610673,1065.8831356160947
1995-06-01,1688.0,2492.6574624839927,2676.676365964704,1464.3185905056664,1333.9671325720851,2403.780303030303,2111.8934164819457,1679.0,2111.8934164819457,2111.8934164819457,6716.224989792098,2575.843728857188,2522.4444444444443,6047,1779.25,2692.704427738901,1598.1666666666667,4280.377292762313,819.8214556903933
1995-07-01,2031.0,2492.6574624839927,2676.676365964704,1815.644637806833,1857.8039087558311,2403.780303030303,2800.2374635422925,1859.5,2800.2374635422925,2800.2374635422925,6743.290527843314,2581.6763873597943,2372.0,6047,1812.75,2692.704432770984,1758.3333333333333,4307.388272913953,1530.177626097519
